iso3c,country_name,city_name,city_code,income_id,region_id,food_pct,plastic_pct,paper_pct,glass_pct,metal_pct,other_pct,recycling_pct,open_dump_pct,income_label
ARE,United Arab Emirates,Dubai,dubi,HIC,Mid. East & N. Africa,0.36,0.22,0.24,0.04,0.02,0.06,0.08,NA,High Income
GBR,United Kingdom,Bristol,brst,HIC,Eur. & Cent. Asia,0.3139,0.1192,0.1874,0.0929,0.0315,0.1535,0.4726,NA,High Income
GBR,United Kingdom,London,lndn,HIC,Eur. & Cent. Asia,NA,NA,NA,NA,NA,NA,0.29,NA,High Income
USA,United States,Ann Arbor,anar,HIC,N. Amer.,NA,NA,NA,NA,NA,NA,0.149419,NA,High Income
USA,United States,Seattle,seat,HIC,N. Amer.,0.207,0.167,0.197,0.045,0.043,NA,0.274,NA,High Income
USA,United States,Washington DC,wadc,HIC,N. Amer.,0.1375,0.126,0.311,0.031,0.0475,0.195,0.216,NA,High Income
URY,Uruguay,Montevideo,movd,UMIC,L. Amer. & the Caribbean,0.4095,0.1587,0.1905,0.0573,0.0206,0.1083,NA,NA,Upper-Middle Income
UZB,Uzbekistan,Namangan,nama,LMIC,Eur. & Cent. Asia,NA,NA,NA,NA,NA,NA,NA,NA,Lower-Middle Income
UZB,Uzbekistan,Tashkent,tash,LMIC,Eur. & Cent. Asia,0.59,0.11,0.07,0.03,0.01,0.13,NA,NA,Lower-Middle Income
VUT,Vanuatu,Port Vila,vila,LMIC,E. Asia & Pacific,0.36,0.19,0.05,0.02,0.08,0.14,0.002,NA,Lower-Middle Income
VEN,"Venezuela, RB",Caracas,cacs,UMIC,L. Amer. & the Caribbean,0.5,NA,NA,NA,NA,0.5,0.009,NA,Upper-Middle Income
VNM,Viet Nam,Hanoi,hano,LMIC,E. Asia & Pacific,0.519,0.03,0.027,0.005,0.009,0.3805,NA,NA,Lower-Middle Income
VNM,Viet Nam,Ho Chi Minh City,hoch,LMIC,E. Asia & Pacific,0.592,0.109,0.064,0.026,0.055,0.058,NA,NA,Lower-Middle Income
PSE,West Bank and Gaza,Gaza city,gaza,LMIC,Mid. East & N. Africa,0.566,0.139,0.076,0.0196,0.0227,0.1767,NA,0.324,Lower-Middle Income
YEM,"Yemen, Rep.",Sana'a,sana,LMIC,Mid. East & N. Africa,0.64,0.06,0.06,0.06,0.05,0.13,NA,NA,Lower-Middle Income
ZMB,Zambia,Lusaka,lusa,LMIC,Sub-Saharan Africa,0.39,0.07,0.03,0.02,0.01,0.48,0.0875,NA,Lower-Middle Income
ZMB,Zambia,Ndola,ndol,LMIC,Sub-Saharan Africa,0.37,0.07,0.07,NA,NA,0.15,0.15,NA,Lower-Middle Income
ZWE,Zimbabwe,Gweru,gwer,LMIC,Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,0.326,Lower-Middle Income
ZWE,Zimbabwe,Harare,hara,LMIC,Sub-Saharan Africa,0.3133,0.1561,0.2522,0.0344,0.0356,0.0456,0.054,0.486,Lower-Middle Income
ECU,Ecuador,Guayaquil,guay,UMIC,L. Amer. & the Caribbean,0.5171,0.2345,0.1301,0.0235,0.0085,0.0863,NA,NA,Upper-Middle Income
PER,Peru,Arequipa,areq,UMIC,L. Amer. & the Caribbean,0.42200000000000004,0.1595,0.1254,0.0416,0.023899999999999998,0.0641,NA,NA,Upper-Middle Income
NPL,Nepal,Pokhara,pokh,LMIC,S. Asia,0.65,0.19,0.06,0.04,0.02,0.01,0.1154,0.467,Lower-Middle Income
SLV,El Salvador,Santa Ana,sant,LMIC,L. Amer. & the Caribbean,0.5047,0.19349999999999998,0.0544,0.0668,0.0108,0.11900000000000001,NA,NA,Lower-Middle Income
CHL,Chile,Valparaíso,valp,HIC,L. Amer. & the Caribbean,NA,NA,NA,NA,NA,NA,NA,NA,High Income
